id,tags,quote,author
207045,"['enlightenment', 'inspirational', 'wealth']","Just as someone obsessed with becoming a millionaire focuses on gaining riches and can miss out on living a fun, balanced life, so someone obsessed with being enlightened or being totally free of all difficulties can also miss out on life. Far healthier to just live a mindful, balanced life and fully participate in what life has to offer.",Shamash Alidina
365365,"['humor', 'inspirational', 'life', 'love', 'moving-on', 'time']",o nobody got time for people who aren't worth your time,Fiona Chazhoor
189128,"['consequence', 'consequences', 'deception', 'deceptive', 'disguise', 'friends', 'rescue', 'salvation', 'stealth']",aybe consequences are dear friends in stealthy disguise,Craig D. Lounsbrough
220908,"['edmond-mbiaka', 'fulfilling-one-s-heart', 'genuine-love', 'love', 'love-yourself', 'loving-yourself', 'self-love', 'self-love-is-the-best-love', 'unconditional', 'unconditionally']","No other love no matter how genuine it is, can fulfill one's heart better than unconditional self-love.",
168801,"['angry', 'words']","If I say a word that is angry, he explained, then I should never be surprised by the harm. And if I say something good, then it is like watching my own garden grow, and that is the greatest pleasure ever.","Marina Budhos, Ask Me No Questions"
350265,"['painting', 'talent', 'talented']",alent is nothing more than a pursued interest,Bob Ross (https://youtu.be/L5bXkI0-pEg?t=21m)
59152,"['dragos', 'funny', 'pia']","He stared at her neck. Realization pulsed. He was looking at the bite he had given her. A hard length was growing against her hip. “So, is that your long, scaly, reptilian tail, or are you just happy to see me?” No, she did not just say that. Did she?","Thea Harrison, Dragon Bound"
280136,"['crone', 'fairy-tale', 'princess', 'story']","There was much work to be done in the crone's cottage, but the Princess was never heard to complain, for she was a true Princess with a pure heart. The happiest folk are those that are busy, for their minds are starved of time to seek out woe. Thus did the Princess grow up contented. She came to love the changing seasons and learned the satisfaction of sowing seeds and tending crops. And although she was becoming beautiful, the Princess did not know it, for the crone had neither looking glass nor vanity and thus the Princess had not learned the ways of either.","Kate Morton, The Forgotten Garden"
203261,"['debasish-mridha-m-d', 'earth', 'earth-is-home', 'earth-is-our-home', 'inspirational', 'mridha', 'philosophy', 'quotes', 'we-all-live-in-the-same-home']","Even if you are strange, you may not be able to deny that we all live in the same home that we call Earth. So let us love her.",Debasish Mridha
176295,"['authentic-self', 'meditation', 'presence', 'therapy', 'working-with-people']","The most important therapeutic capacity is the ability to be present with an open heart and to be grounded in our inner being,in our essence and authentic self, in the meditative quality within, through which we can meet another person. It is to meet that which is already perfect within a person.","Swami Dhyan Giten, Presence - Working from Within. The Psychology of Being"
12243,"['philosophy', 'sociology']",n ne peut opposer absraitement le spectacle et l'activité sociale effective,Guy Debord
146269,"['children', 'humor']", use Fiction to face Reality And write sweet Stories to avoid the bitter ones,"Talia, Kay Kay, My Super Hero Koala Bear!"
487435,"['God', 'Knowledge', 'Life']","God knows and sees all. His wisdom and knowledge far outweighs mankind, and whether or not people ever recognize it - He is the creator. He is the giver of life, and only He has the power to take it away. That's why its imperative to submit to Him.",Monica Johnson
453822,"['Flowers', 'Like', 'Perfume']", like perfume and flowers,Donatella Versace
255889,"['galaxy', 'philosophy', 'stars', 'universe']","I stared up in disbelief at the information my eyes fed my brain, and lost myself to the stars.For the first time in my life I had a greater idea of how infinitesimally small our planet really is and, furthermore, how tiny and insignificant I am in the grand scheme of the vast universe.I took a seat on a rock next to Lily and took in the moment to comprehend the vastness of everything else, and the incredible smallness of I.","Craig  Stone, Life Knocks"
199023,"['beautiful-ruins', 'memory', 'time']",hat business does memory have with time,"Jess Walter, Beautiful Ruins"
315842,"['equality', 'feminist', 'historical']","It's time we woke up, women are pretty much people, seems to me. I know they dress like fools- but who´s to blame for that? We invent all those idiotic hats of theirs, and design their crazy fashions, and, what's more, if a woman is courageous enough to wear common-sense clothes -and shoes- which of us wants to dance with her? Yes, we blame them for gratifying us, but are we willing to let our wives work? We are not. It hurts our pride, that's all. We are always criticizing them for doing mercenary marriages, but what do we call a girl who marries a chump with no money? Just a poor fool, that's all. And they know it. As for Mother Eve- I wasn't there and I can't deny the story, but I will say this. If she brought evil into the world, we men have had the loin's share of keeping it going ever since- how about that?",Charlotte Perkins Gilman
487901,"['Dogs', 'See', 'Time']",'m afraid we'll see reporters stop chasing quotes around the same time dogs stop chasing cars,Daniel Okrent
39038,"['doubt', 'faith']","I saw that, although they were at the mercy of the sweltering heat, or the pains of aging or poverty, they could tolerate these because their faith gave them the hope of being united in spirit with a supernatural presence. I still denied that presence. My denial, I was realizing, was my armor; it allowed me to deflect a barrage of difficult questions. But it didn't answer those questions. It protected me from charlatans, yes, but it didn't fill my emptiness or give me direction. Doubt served a purpose, but it also prevented me from trusting anyone or anything. Without trust, how could I ever be happy?","Visakha Dasi, Five Years, Eleven Months and a Lifetime of Unexpected Love: A Memoir"
77827,"['air-force', 'history', 'media', 'press', 'saigon', 'veterans', 'vietnam', 'vietnam-war', 'war']","When I crawled down the rabbit hole into the pivotal event of my life--indeed the pivotal event of my generation--to write """"Escape from Saigon - a Novel"""" I never expected it to be such an emotional journey into a life I left four decades ago.","Dick Pirozzolo, Escape from Saigon"
172070,"['inspirational', 'leadership', 'prayer', 'roman-mythology']","But being overborne with numbers, and nobody daring to face about, stretching out his hands to heaven, [Romulus] prayed to Jupiter to stop the army, and not to neglect but maintain the Roman cause, now in extreme danger. The prayer was no sooner made, than shame and respect for their king checked many; the fears of the fugitives changed suddenly into confidence.","Plutarch, Plutarch's Lives, Vol 1"
293436,"['author-quotes', 'faith', 'inspiring-words', 'religion', 'values', 'writing']","What is Religion according to you?“Religion is your idea of leading life, the value you not only hold close to your heart but ones that you practice, the passions in your life, the faith in your ideals, the vision you have for your life and the society around you.",Vishwas Mudagal
36797,['poetry'],"Her belly ruptures full of parasites, Her eyes sink back in her skull Her butchered wrists, dangle From the edge of the bathtubHer children cuddle against her Desperate for love she cannot give",Wrath James White
229831,"['choice', 'fate', 'inspirational']","We start each day with a blank sheet of paper in front of us, and what we write on it is up to us.","John Larkin, The Shadow Girl"
